Length;Fraction;S;T;Time
190;0.0000000000000000000714334886915138358203541455525779304574129243126866201720838901401286661133519329489835635600841195437131628527368825765059104768548213816509638509499292229922276017812696;163392511339672149153697139670954759706035190363836267153866849912414480851;2287337694583057265187463954814472486478282145882104405020369069338671158676657439386469824516;3.250000
191;0.00000000000000000000599329100357946776886676659448543533182843732497911255435485257885192180269935441841621591198499947338072915898349172896693642976242754014049841559757470033286663826413854;488454230648520568928539823102602962859817252183078380525312382525199669783;81500169165287208687882028599021270739928818779600995280573680449788313978543535325918547855076;3.390625
192;0.000000000000000000076510633649653215636471863677315214762863885878470814717776778209973548321441472570554231244978222035386999518624722964292850461216722861098250077779294221158731112112210790;28075900919088400185794827050176651568228133404368808236814882469366435359073;366954233416097896557859493464149359397450880309206186467850522554413290524238608418281737570782;3.031250
193;0.0000000000000000000381862642514787642776579597262931902898232889400617349872760257016175686093979423200943946860443263209205173514291927054310359921709416508641422649531281475310429171940102754;43847194700953903464092688521000602722517603796925143549391328464173565559146;1148245201787601401142480909972499226449012705279962479350190513830221866369847201016904996599345;2.906250
194;0.00000000000000000002929326236634885391283216928871350702141234777003671897371585511286752043718532980130223824015913536416019135549915293367547689047766947313429271204096357339744487629291213115;174710696380200418239580576053771257834018696520620334193696148117162532803931;5964193888520330124594513318821363460667511105848146348679667295188093300891972612868308076801082;3.328125
195;0.000000000000000000085025063184994883143131697979715144702625694320788353217364183164863724505385679527118510449331614600717193529824681305526606659427622127191866885889628550514380968345719137897;1264348224127492392328987185202851362124226888806226562704668486125643670869285;14870300318114000370410940736577491018536908526830218307905279729901123132424853607907238561189102;3.515625
196;0.0000000000000000000388605308698543873686683926948961814616350100807393963453316681755669917403921349254660850412390381597526361027744470714472027796483565959862540072085981205645822422790794285453;776942295944945046497368945661802291602462018977910269892905317861721694666065;19993095270544776623844832303822227433107001707060380881108273837705137535015172750738806564654863;3.734375
197;0.00000000000000000008948115814501453901060278737488633454059191270888163057635390911564416329839627366437188165302181616715417098722451928935235828726133214884004828863744689172371138484676412415078;1608607690688483445271872865864299241146824959452669078000248508106276067674177;17977054879883752947153669693510763923843236925488087326650780753700530990114581117015198375888494;3.421875
198;0.000000000000000000019304147586533760192267050125434663138487417633318040635288902645778450691964784520080202204203968137329785657208928515951059059214618796855726881783408361495691561446813209154482;10492070620533944250185722822911258867723896952854324023408413189077836082387641;543513800518860072681221208639580705441161826087355672373281001880091707014152578657184383102914382;3.187500
199;0.0000000000000000000867687141985660268850693556896586826050947544787183808674836857087502107010007944352390732466846203013744975522897210524365599490632839257128442659038979693546745965925339236370547;71387717715671481310478460394522712332388269843567324011922739260980974774953772;822735687338919471585490607730177834831280760442295149736001381054805277281261563864367422859552943;3.515625
200;0.00000000000000000000495634553222241735994554443246306440819365053534745971516961963482121957909304471420357923593720474129828332351711232865414605809032268909009250221454895956158645105812943413969180;29866393747353635475143865925003812845804592061617980348682901964565072725739470;6025890154991190169416315394325812971201445054638199963728462424428276549594190152371099050381077159;3.515625
201;0.000000000000000000005933831917499224236526247389382461641197519513022377039300739755508595155297744178363872055791307611965658087035466963900131300809313623911567404704795878386114363980065947792756659;48807777030022016537970859930315983936962617707133866344981092399662128730072721;8225338652765841080171937845836534756005248041277088869262302556276285290770279524994013242530832611;3.093750
202;0.0000000000000000000071316115226597148589095278351683984161046978812031494501514924758474925287848769957516417840333437785736888652254627620750494597376436564149595138681490032356705140717358982931614363;281198931047752027902526415462138535226557114922004920458113126640092686518727301;39429928306425706948797537486152828503678269052350378045547337037478647951213810163470752992812965300;3.234375
203;0.00000000000000000000846330614635613410150011864941350476709724431658877305865713526027230010706755960214654969884012575379688271015100434935285702835702193709143776944416076445699715366337148763160557448;956767416693340943530422796547579267453330236500376661996149222302178035560726378;113048896039909410659013792132756480705569247761251298384570465590105701579428566752672591976121120277;3.328125
204;0.000000000000000000007635390285023482928632964227322652702254294986868527475437112435826071611860940888210192806529998237151713944714106784797126405999188668799702794933681846697731275526342371889379844034;4082720556459226586671513868027011587353862805272819191394305651407867178005576176;534710133215760041108872456308743705202542468511425985025152777746352904707734574588603399391499086537;3.640625
205;0.0000000000000000000010887142819362846148225786559757903109925516457737326069897795441740020061088009052953576431597856339188683056831435398378737713797507870136370581586947650451205477038366930713411969128;2109805451789843670650166353239430353983015341977447228753301402657459603628347749;1937887181968020604031762294917061690044140352915028424274568826355010108747224060367290850380652775480;4.062500
206;0.00000000000000000000893647764591283913912579716240044886342794679237711932599485720323216849446086640618433397697090339406958615468335905511044236771996526081344854362363804268362496019339974534915619476084;24655304269608790123820025621300769322202596148517903907793817392815263142645424282;2758951037144379454684231468194198971240339513413054459595875482846729163843786010868445576993134382741;3.312500
207;0.000000000000000000007607191257379133060287018111015262341146420589790350789046215283185666292476013481166258703533083373560960523713516040092795062966642875078037244433329876759816071251458725947654888332118;151316132756743966309565969624513023731870123333444313295240017757476012692512137183;19891196058724589560434742040377752798603808126954553947289997362992872801901026270939339215592416463560;3.875000
208;0.0000000000000000000015536305969484669673081263992987505943159789566480818468746227418932343176100247701390359099449756652112056632106681002431453289710714453698399456645185867164102077641367634368244275350152;49602280723479577884061180008643856019810287665386184062643837638349716508645839583;31926688893038617844966023723449800363571519274306312587408827970715317558298851854261364171325876963751;3.921875
209;0.00000000000000000000944587940825192882482654600229301561620064126400102592853659743498771246266138826781470413089675987427307230634369634142490613724819503662149183903981395492451256558401193969353060864421542;864932884719300844237114930988928140208465482905985109193823537234286313812228108755;91567216490578388187909586092986666401198624914768254856017273570880753887361931913931295791369927957429;3.437500
